grid_cell,X_ELEMENT_,X_Axis_0_,X_Axis_1_,X_ENDC_CWE_,X_ENDC_RICHNESS_,Total_Specimens,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,geometry
150,'-217500:337500',-217500,337500,0.003400596,8,14,10.170791625976562,18.518333435058594,2.867833375930786,1000,169,8,74.13819122314453,481,46,50,468,15.319250106811523,47.01464080810547,651.7301025390625,29.8439998626709,-2.740000009536743,32.58399963378906,3.3658335208892822,18.338666915893555,"list(c(-122.669585747899, -122.500378226527, -122.500378226527, -122.669585747899, -122.669585747899, 40.9597642686262, 40.9597642686262, 41.0948994037613, 41.0948994037613, 40.9597642686262))"
151,'-202500:337500',-202500,337500,0.016257911,2,11,12.337791442871094,20.937332153320312,4.630333423614502,1257,225,8,78.43791198730469,609,43,53,604,15.048416137695312,45.551570892333984,680.43756103515625,32.18299865722656,-0.8529999852180481,33.0359992980957,5.174499988555908,20.88483238220215,"list(c(-122.491390543634, -122.322183022261, -122.322183022261, -122.491390543634, -122.491390543634, 40.9633217335006, 40.9633217335006, 41.0984568686358, 41.0984568686358, 40.9633217335006))"
152,'-187500:337500',-187500,337500,0.002118644,1,3,11.674416542053223,20.068166732788086,4.246333122253418,1342,236,8,77.51066589355469,643,47,57,640,15.019000053405762,46.13140106201172,662.53057861328125,31.176000595092773,-1.38100004196167,32.55699920654297,4.769999980926514,20.024333953857422,"list(c(-122.313178329574, -122.143970808201, -122.143970808201, -122.313178329574, -122.313178329574, 40.9666252632329, 40.9666252632329, 41.101760398368, 41.101760398368, 40.9666252632329))"
153,'-172500:337500',-172500,337500,0.012174396,6,31,11.028374671936035,19.222000122070312,3.884500026702881,1297,221,7,75.57475280761719,613,48,56,608,15.313583374023438,47.319644927978516,644.21759033203125,30.434999465942383,-1.9270000457763672,32.36199951171875,4.414333343505859,19.14033317565918,"list(c(-122.134950362808, -121.965742841436, -121.965742841436, -122.134950362808, -122.134950362808, 40.9696748201893, 40.9696748201893, 41.1048099553245, 41.1048099553245, 40.9696748201893))"
154,'-157500:337500',-157500,337500,0.564224138,4,6,11.248624801635742,19.534666061401367,3.739333391189575,1213,205,6,74.9947280883789,574,45,45,566,15.847916603088379,47.27052688598633,657.9140625,31.075000762939453,-2.4509999752044678,33.5260009765625,4.271166801452637,19.534666061401367,"list(c(-121.956707901094, -121.787500379722, -121.787500379722, -121.956707901094, -121.956707901094, 40.9724703696195, 40.9724703696195, 41.1076055047547, 41.1076055047547, 40.9724703696195))"
155,'-142500:337500',-142500,337500,0.094315229,13,28,9.848416328430176,18.155166625976562,2.2748332023620605,887,141,6,68.4125747680664,406,46,46,396,15.991166114807129,47.03699493408203,660.1068115234375,29.854999542236328,-4.142000198364258,33.99700164794922,2.7898335456848145,18.155166625976562,"list(c(-121.778452202802, -121.60924468143, -121.60924468143, -121.778452202802, -121.778452202802, 40.9750118796586, 40.9750118796586, 41.1101470147937, 41.1101470147937, 40.9750118796586))"
156,'-127500:337500',-127500,337500,0.004625747,9,45,9.948166847229004,18.536832809448242,1.9981666803359985,672,104,5,63.95037078857422,301,41,42,292,16.977333068847656,47.40682601928711,685.6356201171875,30.891000747680664,-4.921000003814697,35.8120002746582,2.494833469390869,18.47283363342285,"list(c(-121.600184526865, -121.430977005492, -121.430977005492, -121.600184526865, -121.600184526865, 40.97729932133, 40.97729932133, 41.1124344564651, 41.1124344564651, 40.97729932133))"
157,'-112500:337500',-112500,337500,0.045875812,11,26,10.290291786193848,19.096832275390625,1.8769999742507935,542,84,4,61.43821716308594,240,35,37,233,18.002416610717773,47.77711486816406,709.17694091796875,32.03799819946289,-5.642000198364258,37.68000030517578,2.4188332557678223,18.987667083740234,"list(c(-121.421906132723, -121.25269861135, -121.25269861135, -121.421906132723, -121.421906132723, 40.9793326685478, 40.9793326685478, 41.114467803683, 41.114467803683, 40.9793326685478))"
158,'-97500:337500',-97500,337500,0.020596883,5,9,8.726541519165039,17.668167114257812,0.2661665976047516,481,68,6,54.084716796875,200,37,37,192,16.712583541870117,45.39612579345703,713.6373291015625,30.195999145507812,-6.61899995803833,36.814998626708984,1.0325000286102295,17.668167114257812,"list(c(-121.24361828027, -121.074410758898, -121.074410758898, -121.24361828027, -121.24361828027, 40.9811118981195, 40.9811118981195, 41.1162470332546, 41.1162470332546, 40.9811118981195))"
159,'-82500:337500',-82500,337500,0.01026563,4,24,7.099291801452637,15.85300064086914,-0.7169998288154602,504,67,9,47.214561462402344,196,46,46,184,15.73425006866455,45.35673141479492,683.0994873046875,27.655000686645508,-7.034999847412109,34.69000244140625,0.10716676712036133,15.85300064086914,"list(c(-121.065322229804, -120.896114708431, -120.896114708431, -121.065322229804, -121.065322229804, 40.9826369897467, 40.9826369897467, 41.1177721248819, 41.1177721248819, 40.9826369897467))"
160,'-37500:337500',-37500,337500,0.01612198,15,58,7.146749973297119,16.53933334350586,-1.6286667585372925,381,47,10,36.805667877197266,133,43,43,122,16.507333755493164,44.418731689453125,746.01202392578125,28.69099998474121,-8.4720001220703125,37.163002014160156,-0.8919999599456787,16.53933334350586,"list(c(-120.530397498179, -120.361189976807, -120.361189976807, -120.530397498179, -120.530397498179, 40.9856872774402, 40.9856872774402, 41.1208224125754, 41.1208224125754, 40.9856872774402))"
161,'-352500:322500',-352500,322500,0.066541666,41,443,11.600000381469727,14.222222328186035,9.133333206176758,1072,180,5,76.64124298095703,520,35,45,496,7.855555534362793,59.813873291015625,209.8544464111328,18.33333396911621,5.199999809265137,13.133334159851074,9.466666221618652,13.98888874053955,"list(c(-124.264518623729, -124.095311102356, -124.095311102356, -124.264518623729, -124.264518623729, 40.7813255302812, 40.7813255302812, 40.9164606654163, 40.9164606654163, 40.7813255302812))"
162,'-337500:322500',-337500,322500,0.021855966,39,189,11.933083534240723,15.847333908081055,8.416666984558105,1201,205,5,77.61180877685547,587,37,48,559,10.668499946594238,57.13023376464844,305.1488037109375,22.38800048828125,3.7139999866485596,18.673999786376953,8.842166900634766,15.43166732788086,"list(c(-124.086865827874, -123.917658306501, -123.917658306501, -124.086865827874, -124.086865827874, 40.7871545090087, 40.7871545090087, 40.9222896441438, 40.9222896441438, 40.7871545090087))"
163,'-322500:322500',-322500,322500,0.014275546,7,15,11.059124946594238,17.24016571044922,6.2238335609436035,1478,265,5,81.0615005493164,749,41,56,712,14.141749382019043,53.559120178222656,456.8330078125,27.604999542236328,1.2009999752044678,26.40399932861328,6.749000072479248,16.507999420166016,"list(c(-123.909184905815, -123.739977384442, -123.739977384442, -123.909184905815, -123.909184905815, 40.7927305264432, 40.7927305264432, 40.9278656615783, 40.9278656615783, 40.7927305264432))"
164,'-307500:322500',-307500,322500,0.003362429,2,2,11.563875198364258,18.75783348083496,5.452000141143799,1315,236,5,81.62232971191406,670,37,51,638,14.82491683959961,49.61650848388672,544.87823486328125,30.35700035095215,0.4779999852180481,29.878999710083008,5.979333400726318,18.203500747680664,"list(c(-123.731477099283, -123.562269577911, -123.562269577911, -123.731477099283, -123.731477099283, 40.7980535197335, 40.7980535197335, 40.9331886548687, 40.9331886548687, 40.7980535197335))"
165,'-292500:322500',-292500,322500,0.009827253,12,13,11.374458312988281,18.94683265686035,5.0226664543151855,1223,219,5,80.63602447509766,622,38,51,591,15.489916801452637,49.66468048095703,572.98529052734375,31.05699920654297,-0.13199999928474426,31.18899917602539,5.517666816711426,18.413166046142578,"list(c(-123.553743651142, -123.38453612977, -123.38453612977, -123.553743651142, -123.553743651142, 40.8031234288495, 40.8031234288495, 40.9382585639846, 40.9382585639846, 40.8031234288495))"
166,'-262500:322500',-262500,322500,0.005161192,8,29,10.545499801635742,18.641666412353516,3.6571667194366455,1033,179,6,77.46568298339844,516,40,49,491,16.050832748413086,49.27195739746094,620.5322265625,30.781999588012695,-1.7940000295639038,32.57600021362305,4.125500202178955,18.246334075927734,"list(c(-123.198204806826, -123.028997285453, -123.028997285453, -123.198204806826, -123.198204806826, 40.8125037685736, 40.8125037685736, 40.9476389037088, 40.9476389037088, 40.8125037685736))"
167,'-247500:322500',-247500,322500,0.032840716,38,105,8.147624969482422,15.862333297729492,2.1000001430511475,1241,205,9,73.72035217285156,595,54,62,569,14.473750114440918,48.82028579711914,577.1409912109375,26.53499984741211,-3.111999988555908,29.64699935913086,2.679333209991455,15.317000389099121,"list(c(-123.020401901566, -122.851194380194, -122.851194380194, -123.020401901566, -123.020401901566, 40.816814093271, 40.816814093271, 40.9519492284061, 40.9519492284061, 40.816814093271))"
168,'-232500:322500',-232500,322500,0.019062916,64,219,11.291999816894531,19.625667572021484,3.7981667518615723,956,167,6,78.0183334350586,474,37,45,459,15.885832786560059,47.64082717895508,656.89117431640625,31.476999282836914,-1.8680000305175781,33.345001220703125,4.329166889190674,19.497833251953125,"list(c(-122.842578336423, -122.673370815051, -122.673370815051, -122.842578336423, -122.842578336423, 40.8208711219813, 40.8208711219813, 40.9560062571164, 40.9560062571164, 40.8208711219813))"
169,'-202500:322500',-202500,322500,0.001850702,3,6,14.660791397094727,23.62783432006836,6.603833198547363,1440,265,7,81.90730285644531,715,39,55,704,14.221416473388672,42.90279006958008,706.13330078125,34.44200134277344,1.2940000295639038,33.14800262451172,7.265833377838135,23.444833755493164,"list(c(-122.486874218267, -122.317666696895, -122.317666696895, -122.486874218267, -122.486874218267, 40.8282251108701, 40.8282251108701, 40.9633602460053, 40.9633602460053, 40.8282251108701))"
170,'-187500:322500',-187500,322500,0.00653499,4,4,13.383500099182129,21.896499633789062,5.928333282470703,1488,264,7,79.879180908203125,725,43,59,717,14.425333023071289,45.00181579589844,668.13446044921875,32.62900161743164,0.5740000009536743,32.05500030517578,6.523000240325928,21.76383399963379,"list(c(-122.308996163138, -122.139788641765, -122.139788641765, -122.308996163138, -122.308996163138, 40.8315219878858, 40.8315219878858, 40.9666571230209, 40.9666571230209, 40.8315219878858))"
171,'-172500:322500',-172500,322500,0.010393451,3,5,13.122541427612305,21.440332412719727,5.700166702270508,1538,267,6,79.15233612060547,746,44,61,736,14.880916595458984,45.93301010131836,659.8582763671875,32.39699935913086,-3.278255444882916e-9,32.39699935913086,6.236166477203369,21.408666610717773,"list(c(-122.131102443789, -121.961894922417, -121.961894922417, -122.131102443789, -122.131102443789, 40.8345654025952, 40.8345654025952, 40.9697005377303, 40.9697005377303, 40.8345654025952))"
172,'-157500:322500',-157500,322500,0.0253162,15,74,10.576666831970215,18.666500091552734,3.483333110809326,1364,221,7,73.78558349609375,640,51,62,624,16.0885009765625,48.64836120605469,638.11505126953125,30.37700080871582,-2.694000005722046,33.07099914550781,3.997166633605957,18.616167068481445,"list(c(-121.953194310922, -121.78398678955, -121.78398678955, -121.953194310922, -121.953194310922, 40.8373553205543, 40.8373553205543, 40.9724904556895, 40.9724904556895, 40.8373553205543))"
173,'-142500:322500',-142500,322500,0.019746738,27,102,9.858333587646484,18.527999877929688,1.8233332633972168,972,158,5,70.85965728759766,457,44,44,442,16.797500610351562,47.059730529785156,689.73736572265625,30.6560001373291,-5.038000106811523,35.694000244140625,2.321000099182129,18.527999877929688,"list(c(-121.775273015846, -121.606065494474, -121.606065494474, -121.775273015846, -121.775273015846, 40.8398917101792, 40.8398917101792, 40.9750268453143, 40.9750268453143, 40.8398917101792))"
174,'-127500:322500',-127500,322500,0.034548656,47,260,10.18458366394043,18.933332443237305,2.006333351135254,661,103,4,65.193023681640625,299,39,39,289,17.55150032043457,47.89080047607422,697.8946533203125,31.458999633789062,-5.190000057220459,36.64899826049805,2.440000057220459,18.933332443237305,"list(c(-121.597339810426, -121.428132289054, -121.428132289054, -121.597339810426, -121.597339810426, 40.8421745427487, 40.8421745427487, 40.9773096778839, 40.9773096778839, 40.8421745427487))"
175,'-52500:322500',-52500,322500,0.25,1,1,6.882166862487793,16.108999252319336,-1.62416672706604,417,54,10,40.69512939453125,153,45,45,143,16.648500442504883,45.16807556152344,729.1297607421875,28.358999252319336,-8.5,36.85900115966797,-0.8814999461174011,16.108999252319336,"list(c(-120.707538975727, -120.538331454355, -120.538331454355, -120.707538975727, -120.707538975727, 40.8497845452173, 40.8497845452173, 40.9849196803525, 40.9849196803525, 40.8497845452173))"
176,'-37500:322500',-37500,322500,0.117465285,25,134,6.74666690826416,15.952333450317383,-1.589333415031433,405,51,10,38.37611770629883,143,44,44,132,16.026500701904297,44.708065032958984,720.7825927734375,27.729000091552734,-8.118000030517578,35.84700012207031,-0.827666699886322,15.952333450317383,"list(c(-120.529560621899, -120.360353100526, -120.360353100526, -120.529560621899, -120.529560621899, 40.8505455929081, 40.8505455929081, 40.9856807280432, 40.9856807280432, 40.8505455929081))"
177,'-367500:307500',-367500,307500,0.027777778,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"list(c(-124.433988436345, -124.264780914972, -124.264780914972, -124.433988436345, -124.433988436345, 40.6402710694873, 40.6402710694873, 40.7754062046224, 40.7754062046224, 40.6402710694873))"
178,'-352500:307500',-352500,307500,0.00947252,11,32,11.752893447875977,14.896528244018555,8.959490776062012,1192,205,4,79.5463638305664,590,33,44,562,8.624305725097656,57.04115295410156,245.1616668701172,19.648611068725586,4.5291666984558105,15.119443893432617,9.284028053283691,14.548842430114746,"list(c(-124.25669648995, -124.087488968578, -124.087488968578, -124.25669648995, -124.25669648995, 40.6463407882917, 40.6463407882917, 40.7814759234268, 40.7814759234268, 40.6463407882917))"
179,'-337500:307500',-337500,307500,0.01176156,22,128,11.036541938781738,16.19933319091797,7.242500305175781,1597,285,5,81.52314758300781,807,41,57,769,12.692583084106445,55.61555862426758,378.02130126953125,24.981000900268555,2.1589999198913574,22.82200050354004,7.774833679199219,15.41100025177002,"list(c(-124.07937534115, -123.910167819778, -123.910167819778, -124.07937534115, -124.07937534115, 40.6521581134176, 40.6521581134176, 40.7872932485528, 40.7872932485528, 40.6521581134176))"
180,'-322500:307500',-322500,307500,0.009565692,11,28,9.646416664123535,15.607666969299316,5.554333209991455,1693,300,7,80.1236572265625,849,50,67,738,13.626999855041504,53.267921447753906,429.9971618652344,25.267000198364258,-0.3149999976158142,25.582000732421875,6.16349983215332,14.692333221435547,"list(c(-123.902026223584, -123.732818702211, -123.732818702211, -123.902026223584, -123.902026223584, 40.6577229797746, 40.6577229797746, 40.7928581149097, 40.7928581149097, 40.6577229797746))"
181,'-307500:307500',-307500,307500,0.016674386,2,3,9.85795783996582,16.76966667175293,4.498666763305664,1501,268,6,81.10041046142578,761,43,60,727,14.29991626739502,51.17164611816406,510.3588562011719,27.472000122070312,-0.4729999899864197,27.94499969482422,4.994999885559082,16.06016731262207,"list(c(-123.724650372063, -123.55544285069, -123.55544285069, -123.724650372063, -123.724650372063, 40.6630353250632, 40.6630353250632, 40.7981704601983, 40.7981704601983, 40.6630353250632))"
182,'-292500:307500',-292500,307500,0.002601415,2,12,9.703458786010742,16.888999938964844,4.141499996185303,1387,246,6,80.43089294433594,701,44,58,670,14.804916381835938,51.03384017944336,532.27520751953125,27.983999252319336,-1.0260000228881836,29.009998321533203,4.620833396911621,16.26333236694336,"list(c(-123.547249022519, -123.378041501147, -123.378041501147, -123.547249022519, -123.547249022519, 40.6680950897805, 40.6680950897805, 40.8032302249157, 40.8032302249157, 40.6680950897805))"
183,'-277500:307500',-277500,307500,0.004833367,3,8,10.211416244506836,17.82783317565918,4.027166366577148,1217,214,6,80.09264373779297,615,41,54,588,15.400833129882812,50.19173812866211,573.1505126953125,29.490999221801758,-1.1929999589920044,30.68400001525879,4.505166530609131,17.309833526611328,"list(c(-123.369823411956, -123.200615890583, -123.200615890583, -123.369823411956, -123.369823411956, 40.6729022172254, 40.6729022172254, 40.8080373523606, 40.8080373523606, 40.6729022172254))"
184,'-262500:307500',-262500,307500,0.006519596,16,121,9.543707847595215,17.235000610351562,3.428333282470703,1191,205,7,78.57264709472656,594,44,55,569,15.036582946777344,49.80650329589844,577.4105224609375,28.454999923706055,-1.7350000143051147,30.190000534057617,3.884500026702881,16.745832443237305,"list(c(-123.192374778392, -123.02316725702, -123.02316725702, -123.192374778392, -123.192374778392, 40.6774566535026, 40.6774566535026, 40.8125917886378, 40.8125917886378, 40.6774566535026))"
185,'-247500:307500',-247500,307500,0.018757067,23,74,11.843832969665527,20.423500061035156,4.172667026519775,930,166,5,81.0813980102539,470,31,41,458,17.02633285522461,48.531578063964844,673.54339599609375,33.1870002746582,-1.8960000276565552,35.08300018310547,4.560999870300293,20.245166778564453,"list(c(-123.014904360815, -122.845696839442, -122.845696839442, -123.014904360815, -123.014904360815, 40.6817583475275, 40.6817583475275, 40.8168934826626, 40.8168934826626, 40.6817583475275))"
186,'-232500:307500',-232500,307500,0.008347894,5,11,11.629583358764648,20.092500686645508,3.991666793823242,972,172,6,79.41739654541016,485,35,45,472,16.00749969482422,47.344058990478516,668.71807861328125,32.0629997253418,-1.7480000257492065,33.81100082397461,4.45883321762085,19.98233413696289,"list(c(-122.837413399125, -122.668205877752, -122.668205877752, -122.837413399125, -122.837413399125, 40.6858072510299, 40.6858072510299, 40.820942386165, 40.820942386165, 40.6858072510299))"
187,'-217500:307500',-217500,307500,0.008788599,11,18,11.909416198730469,20.239999771118164,4.876500129699707,1161,203,7,77.74462127685547,566,42,52,554,15.432666778564453,47.75106430053711,645.53619384765625,31.54199981689453,-0.7770000100135803,32.319000244140625,5.327666759490967,20.008167266845703,"list(c(-122.659903134087, -122.490695612715, -122.490695612715, -122.659903134087, -122.659903134087, 40.6896033185588, 40.6896033185588, 40.8247384536939, 40.8247384536939, 40.6896033185588))"
188,'-202500:307500',-202500,307500,0.031601548,22,114,15.410541534423828,24.39433479309082,7.4085001945495605,1466,273,6,82.742095947265625,731,37,53,719,13.243916511535645,41.05622100830078,704.02593994140625,34.650001525878906,2.3919999599456787,32.25800323486328,8.253666877746582,24.161500930786133,"list(c(-122.482374807278, -122.313167285906, -122.313167285906, -122.482374807278, -122.482374807278, 40.6931465074854, 40.6931465074854, 40.8282816426205, 40.8282816426205, 40.6931465074854))"
189,'-187500:307500',-187500,307500,0.001579881,2,74,14.441791534423828,23.050500869750977,6.871333122253418,1473,265,6,80.43854522705078,721,41,57,712,13.937749862670898,43.8073616027832,675.83062744140625,33.49300003051758,1.6770000457763672,31.81599998474121,7.56850004196167,22.913000106811523,"list(c(-122.304829661032, -122.135622139659, -122.135622139659, -122.304829661032, -122.304829661032, 40.696436778007, 40.696436778007, 40.8315719131421, 40.8315719131421, 40.696436778007))"
190,'-172500:307500',-172500,307500,0.043006662,26,83,13.893625259399414,22.398332595825195,6.20550012588501,1534,267,6,79.56804656982422,747,42,60,737,14.65625,44.94817352294922,677.4307861328125,33.23899841308594,0.6320000290870667,32.606998443603516,6.765500068664551,22.39183235168457,"list(c(-122.127268938391, -121.958061417018, -121.958061417018, -122.127268938391, -122.127268938391, 40.6994740931501, 40.6994740931501, 40.8346092282852, 40.8346092282852, 40.6994740931501))"
191,'-157500:307500',-157500,307500,0.025349546,9,11,10.539375305175781,18.639667510986328,3.612499952316284,1342,215,7,72.88825988769531,626,52,63,608,16.12791633605957,48.88136291503906,632.8709716796875,30.358999252319336,-2.634999990463257,32.99399948120117,4.117166519165039,18.52166748046875,"list(c(-121.949693883053, -121.78048636168, -121.78048636168, -121.949693883053, -121.949693883053, 40.7022584187736, 40.7022584187736, 40.8373935539088, 40.8373935539088, 40.7022584187736))"
192,'-142500:307500',-142500,307500,0.00434973,7,15,8.200916290283203,16.415332794189453,0.8766667246818542,1118,173,8,68.23382568359375,510,56,56,490,15.412833213806152,46.48440170288086,648.15960693359375,27.812000274658203,-5.34499979019165,33.15700149536133,1.468500018119812,16.415332794189453,"list(c(-121.772105739318, -121.602898217945, -121.602898217945, -121.772105739318, -121.772105739318, 40.7047897235717, 40.7047897235717, 40.8399248587068, 40.8399248587068, 40.7047897235717))"
193,'-127500:307500',-127500,307500,0.027441902,71,423,8.702083587646484,17.171167373657227,1.1111665964126587,873,133,7,64.68321228027344,391,52,52,375,16.19683265686035,47.038692474365234,668.83917236328125,29.093000411987305,-5.340000152587891,34.43299865722656,1.6418333053588867,17.171167373657227,"list(c(-121.594505752038, -121.425298230665, -121.425298230665, -121.594505752038, -121.594505752038, 40.7070679790759, 40.7070679790759, 40.8422031142111, 40.8422031142111, 40.7070679790759))"
194,'-97500:307500',-97500,307500,0.076047267,13,66,6.577333450317383,15.086000442504883,-0.8505001068115234,672,93,10,53.980587005615234,276,54,54,264,15.51533317565918,46.005435943603516,661.7701416015625,26.67300033569336,-7.052000045776367,33.724998474121094,-0.01516683865338564,15.086000442504883,"list(c(-121.239275228688, -121.070067707315, -121.070067707315, -121.239275228688, -121.239275228688, 40.7108652425333, 40.7108652425333, 40.8460003776684, 40.8460003776684, 40.7108652425333))"
195,'-67500:307500',-67500,307500,0.023527578,24,56,6.057041645050049,14.946000099182129,-2.0278334617614746,523,70,10,48.07310485839844,205,48,48,195,15.635916709899902,44.48593521118164,699.43353271484375,26.663999557495117,-8.484000205993652,35.14799880981445,-1.1386667490005493,14.946000099182129,"list(c(-120.884012280841, -120.714804759468, -120.714804759468, -120.884012280841, -120.884012280841, 40.7136500382386, 40.7136500382386, 40.8487851733737, 40.8487851733737, 40.7136500382386))"
196,'-52500:307500',-52500,307500,0.014277259,4,5,6.344708442687988,15.479166984558105,-2.0303335189819336,450,59,10,44.40515899658203,172,45,45,163,16.16724967956543,44.6905403137207,720.47113037109375,27.534000396728516,-8.642000198364258,36.176002502441406,-1.252166748046875,15.479166984558105,"list(c(-120.70637176422, -120.537164242848, -120.537164242848, -120.70637176422, -120.70637176422, 40.7146627197243, 40.7146627197243, 40.8497978548594, 40.8497978548594, 40.7146627197243))"
197,'-37500:307500',-37500,307500,0.079007082,32,105,6.843708515167236,16.28583335876465,-1.7621666193008423,381,49,10,40.4062614440918,141,42,42,133,16.480749130249023,44.55461120605469,741.92547607421875,28.514999389648438,-8.475000381469727,36.98999786376953,-0.9763333201408386,16.28583335876465,"list(c(-120.528726881798, -120.359519360425, -120.359519360425, -120.528726881798, -120.528726881798, 40.7154222408152, 40.7154222408152, 40.8505573759503, 40.8505573759503, 40.7154222408152))"
198,'-22500:307500',-22500,307500,0.008020694,5,11,7.314666748046875,16.87583351135254,-1.6046667098999023,324,41,9,37.0841178894043,117,38,46,109,16.873332977294922,44.28812789916992,759.24908447265625,29.402999877929688,-8.696000099182129,38.0989990234375,-0.9146667122840881,16.836999893188477,"list(c(-120.351078880814, -120.181871359442, -120.181871359442, -120.351078880814, -120.351078880814, 40.7159285929602, 40.7159285929602, 40.8510637280953, 40.8510637280953, 40.7159285929602))"
199,'-367500:292500',-367500,292500,0.019838626,5,8,11.148780822753906,14.258537292480469,8.585366249084473,1614,281,5,82.22469329833984,813,37,54,773,8.332114219665527,56.35378646850586,235.44964599609375,19.031707763671875,4.246341705322266,14.78536605834961,8.987398147583008,13.720325469970703,"list(c(-124.425865254892, -124.25665773352, -124.25665773352, -124.425865254892, -124.425865254892, 40.5053148971759, 40.5053148971759, 40.640450032311, 40.640450032311, 40.5053148971759))"
200,'-352500:292500',-352500,292500,0.006300894,5,30,12.191332817077637,16.443500518798828,8.395333290100098,1316,232,3,82.93526458740234,665,29,43,633,10.059000015258789,53.287071228027344,328.3819885253906,22.39299964904785,3.5160000324249268,18.876998901367188,8.787166595458984,15.931333541870117,"list(c(-124.248903558781, -124.079696037409, -124.079696037409, -124.248903558781, -124.248903558781, 40.5113725445664, 40.5113725445664, 40.6465076797015, 40.6465076797015, 40.5113725445664))"
201,'-337500:292500',-337500,292500,0.027375303,3,3,11.33145809173584,16.520999908447266,7.249166488647461,1527,273,4,82.55681610107422,777,36,52,741,12.373916625976562,54.8951530456543,384.65533447265625,25.06100082397461,2.5199999809265137,22.541000366210938,7.771500110626221,15.806833267211914,"list(c(-124.071912823388, -123.902705302016, -123.902705302016, -124.071912823388, -124.071912823388, 40.5171782967687, 40.5171782967687, 40.6523134319039, 40.6523134319039, 40.5171782967687))"
202,'-277500:292500',-277500,292500,0.007648818,11,21,10.711125373840332,18.445499420166016,4.288166522979736,1182,209,5,81.6210708618164,601,36,50,579,15.869916915893555,50.23556137084961,586.334716796875,30.489999771118164,-1.1009999513626099,31.590999603271484,4.770166873931885,17.96816635131836,"list(c(-123.36368404174, -123.194476520368, -123.194476520368, -123.36368404174, -123.36368404174, 40.5378811048264, 40.5378811048264, 40.6730162399616, 40.6730162399616, 40.5378811048264))"
203,'-262500:292500',-262500,292500,0.03608341,74,190,9.839958190917969,17.541833877563477,3.614333391189575,1174,202,6,79.50096893310547,587,41,53,565,15.589583396911621,50.54168701171875,581.64666748046875,29.100000381469727,-1.7450000047683716,30.845001220703125,4.0926666259765625,17.1113338470459,"list(c(-123.186566534124, -123.017359012752, -123.017359012752, -123.186566534124, -123.186566534124, 40.5424264686994, 40.5424264686994, 40.6775616038345, 40.6775616038345, 40.5424264686994))"
204,'-247500:292500',-247500,292500,0.008212952,12,23,11.99204158782959,20.524499893188477,4.267833709716797,924,167,5,82.17684173583984,470,30,41,460,16.746917724609375,48.018455505371094,673.5992431640625,33.159000396728516,-1.7170000076293945,34.875999450683594,4.676833629608154,20.394332885742188,"list(c(-123.009427364319, -122.840219842947, -122.840219842947, -123.009427364319, -123.009427364319, 40.5467195918665, 40.5467195918665, 40.6818547270016, 40.6818547270016, 40.5467195918665))"
205,'-232500:292500',-232500,292500,0.046489246,13,29,10.940958023071289,19.083999633789062,4.124333381652832,1111,192,6,78.37700653076172,547,39,50,532,15.400083541870117,48.614444732666016,627.80706787109375,30.413999557495117,-1.2640000581741333,31.67799949645996,4.590000152587891,18.82266616821289,"list(c(-122.832267765309, -122.663060243937, -122.663060243937, -122.832267765309, -122.832267765309, 40.5507604264812, 40.5507604264812, 40.6858955616163, 40.6858955616163, 40.5507604264812))"
206,'-217500:292500',-217500,292500,0.025663202,25,142,14.86270809173584,23.72450065612793,7.069499969482422,1192,221,5,82.06095886230469,595,33,46,585,14.341917037963867,43.78141403198242,694.25213623046875,34.553001403808594,1.7949999570846558,32.75800323486328,7.688166618347168,23.51816749572754,"list(c(-122.655088970936, -122.485881449564, -122.485881449564, -122.655088970936, -122.655088970936, 40.5545489274913, 40.5545489274913, 40.6896840626265, 40.6896840626265, 40.5545489274913))"
207,'-202500:292500',-202500,292500,0.010423223,26,68,16.80929183959961,26.12583351135254,8.380499839782715,1175,224,4,81.8655014038086,577,31,43,577,14.188750267028809,41.86459732055664,740.07086181640625,36.7130012512207,2.821000099182129,33.89200210571289,8.380499839782715,26.083833694458008,"list(c(-122.477892215844, -122.308684694471, -122.308684694471, -122.477892215844, -122.477892215844, 40.5580850526424, 40.5580850526424, 40.6932201877775, 40.6932201877775, 40.5580850526424))"
208,'-187500:292500',-187500,292500,0.007776357,7,32,16.84429168701172,26.40999984741211,8.217499732971191,1124,213,4,80.53064727783203,550,31,31,550,14.881583213806152,42.5516357421875,759.97015380859375,37.279998779296875,2.306999921798706,34.972999572753906,8.217499732971191,26.40999984741211,"list(c(-122.300678735429, -122.131471214057, -122.131471214057, -122.300678735429, -122.300678735429, 40.561368762481, 40.561368762481, 40.6965038976161, 40.6965038976161, 40.561368762481))"
209,'-157500:292500',-157500,292500,0.007987977,5,6,12.805583000183105,21.179166793823242,5.483833312988281,1133,183,5,72.6683578491211,533,42,56,514,16.26216697692871,47.904579162597656,662.044677734375,32.86199951171875,-1.0850000381469727,33.946998596191406,5.936666488647461,21.163665771484375,"list(c(-121.946206543671, -121.776999022299, -121.776999022299, -121.946206543671, -121.946206543671, 40.5671787924336, 40.5671787924336, 40.7023139275687, 40.7023139275687, 40.5671787924336))"
